MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
879,154,10,1,59
1128,811,754,0,9
1946,706,746,0,5
800,702,581,0,15
873,66,7,1,91
598,155,10,1,70
800,734,713,0,12
800,852,659,0,14
800,613,631,0,18
1020,1021,875,0,9
1364,526,871,0,14
1362,512,791,0,11
993,379,9,1,43
1608,476,862,0,9
800,976,627,0,15
1367,457,800,0,13
1502,659,629,0,13
1000,236,0,1,88
652,334,10,1,48
800,763,634,0,18
800,684,555,0,15
800,918,735,0,12
63,18,10,1,120
981,172,0,1,103
702,99,0,1,130
427,303,0,1,101
468,227,10,1,65
55,329,10,1,75
829,527,760,0,19
800,888,635,0,11
800,824,702,0,15
800,829,675,0,16
800,765,784,0,15
800,716,694,0,14
800,918,787,0,10
800,760,716,0,12
800,676,798,0,13
800,705,607,0,18
800,717,703,0,18
915,119,0,1,111
28,53,10,1,113
800,1023,610,0,13
991,618,809,0,13
546,322,8,1,59
10,240,0,1,136
800,900,545,0,17
233,187,10,1,87
606,69,0,1,141
1088,550,871,0,14
800,770,636,0,12
800,1001,666,0,11
873,867,1023,0,8
690,162,0,1,125
1697,539,705,0,12
486,98,0,1,125
800,837,595,0,17
800,811,460,0,15
1078,577,694,0,14
800,943,822,0,13
538,72,0,1,136
1202,512,800,0,14
38,292,0,1,121
151,167,0,1,141
710,115,0,1,130
32,78,6,1,132
34,400,0,1,110
994,205,9,1,49
599,81,10,1,86
823,12,10,1,72
800,594,592,0,16
469,299,7,1,64
1603,831,978,0,2
800,1023,679,0,12
800,647,796,0,13
100,65,0,1,156
800,868,705,0,15
1204,664,697,0,13
152,109,10,1,100
1449,709,660,0,13
800,889,827,0,15
384,379,10,1,66
1065,939,882,0,11
1104,515,836,0,14
800,690,519,0,18
1826,637,715,0,6
429,226,10,1,77
216,374,0,1,114
800,787,621,0,12
793,643,780,0,13
800,918,532,0,14
1256,664,884,0,12
454,299,0,1,108
800,733,632,0,17
955,135,1,1,93
304,324,0,1,104
1237,971,937,0,8
1522,461,644,0,12
966,977,995,0,10
800,660,616,0,17
368,41,10,1,108
88,273,0,1,129
1675,859,962,0,3
215,75,0,1,153
800,641,594,0,16
1000,23,10,1,64
885,270,0,1,90
563,340,0,1,96
1405,731,861,0,7
800,620,559,0,18
1512,750,790,0,9
800,605,631,0,15
955,146,6,1,81
800,747,774,0,16
800,631,574,0,18
990,185,2,1,90
800,887,537,0,15
435,62,10,1,91
800,715,575,0,17
800,801,611,0,13
0,29,5,1,144
800,809,596,0,14
680,325,0,1,90
800,886,606,0,16
1657,782,909,0,8
818,93,10,1,81
195,361,0,1,115
253,288,10,1,70
917,577,740,0,18
800,876,541,0,14
395,49,6,1,109
889,690,801,0,12
800,671,566,0,15
1750,1023,863,0,4
790,329,0,1,92
441,111,10,1,85
1268,714,699,0,11
1284,617,778,0,11
951,199,0,1,103
523,122,10,1,72
800,836,739,0,12
742,51,0,1,123
800,740,639,0,17
767,97,9,1,64
800,669,775,0,17
451,112,0,1,139
232,253,10,1,80
800,966,754,0,9
739,192,0,1,110
891,255,6,1,69
460,284,0,1,105
846,397,10,1,28
445,92,10,1,91
328,357,5,1,77
428,335,10,1,48
1271,767,995,0,6
800,1016,607,0,9
1899,522,807,0,10
1659,664,747,0,8
812,150,8,1,75
800,1023,721,0,8
1715,887,900,0,7
800,627,782,0,15
1652,466,829,0,13
703,367,10,1,41
800,583,733,0,18
800,649,625,0,18
932,313,10,1,29
607,168,9,1,84
800,814,598,0,12
800,917,500,0,15
1807,830,883,0,2
955,214,0,1,103
378,53,0,1,150
312,184,10,1,90
800,914,605,0,12
988,114,10,1,55
292,48,1,1,155
1655,1001,865,0,3
153,48,0,1,155
54,328,3,1,112
12,152,10,1,96
463,177,0,1,121
732,313,0,1,92
800,749,651,0,13
800,643,592,0,16
1452,561,616,0,13
1732,406,604,0,10
470,2,6,1,128
800,658,631,0,16
573,307,10,1,60
348,44,4,1,121
1373,504,641,0,16
321,137,9,1,102
294,266,0,1,127
800,1023,745,0,9
1054,735,812,0,12
862,285,10,1,49
1182,456,682,0,17
800,636,669,0,17
1187,714,906,0,13
800,644,733,0,13
276,0,10,1,115
800,741,738,0,12
140,222,10,1,79
800,1023,644,0,10
826,917,786,0,13
492,336,0,1,100
207,284,0,1,133
229,337,4,1,97
191,253,10,1,70
1981,999,886,0,0
236,20,10,1,98
745,678,624,0,16
804,901,938,0,11
368,395,10,1,65
772,306,0,1,84
1933,763,893,0,6
800,962,680,0,11
1868,651,874,0,3
139,194,0,1,138
800,821,503,0,16
882,15,10,1,65
800,796,728,0,16
800,750,672,0,16
800,861,760,0,14
800,927,729,0,11
245,78,0,1,150
1381,639,832,0,10
800,835,600,0,17
991,660,800,0,12
624,280,6,1,73
800,890,577,0,16
1738,786,987,0,8
800,865,651,0,14
248,208,10,1,80
313,96,1,1,143
800,804,600,0,14
199,324,7,1,89
800,1023,602,0,9
277,218,9,1,85
741,346,0,1,96
271,338,2,1,110
667,602,799,0,17
800,790,792,0,14
800,792,526,0,15
388,116,0,1,127
803,69,5,1,108
800,821,477,0,13
800,667,760,0,15
753,325,10,1,48
1213,586,751,0,11
724,0,10,1,76
839,400,0,1,73
436,215,10,1,71
778,278,10,1,48
478,43,0,1,146
800,936,688,0,10
1358,453,602,0,12
800,858,559,0,13
1448,488,806,0,11
800,873,600,0,13
976,56,0,1,103
619,73,10,1,78
800,645,617,0,15
800,1016,623,0,15
457,207,10,1,84
800,851,664,0,14
177,34,10,1,117
542,243,6,1,87
800,859,623,0,13
1934,496,721,0,7
800,742,621,0,13
1410,961,867,0,3
737,348,10,1,52
898,180,0,1,100
77,340,4,1,109
917,74,10,1,66
202,185,4,1,115
800,906,584,0,15
800,885,645,0,10
106,47,0,1,153
800,999,723,0,10
1110,486,751,0,16
800,843,706,0,13
800,901,609,0,11
378,40,0,1,153
816,154,0,1,109
263,14,10,1,103
504,22,0,1,134
670,266,0,1,99
800,789,558,0,18
872,545,867,0,18
317,219,0,1,137
664,176,0,1,106
863,832,873,0,13
997,43,0,1,110
456,277,5,1,100
800,585,809,0,17
800,1023,583,0,14
800,856,617,0,11
1529,475,609,0,11
447,213,0,1,120
800,707,533,0,14
324,51,10,1,103
2000,477,618,0,10
900,400,10,1,25
800,995,539,0,12
383,326,0,1,109
338,231,10,1,70
1705,529,735,0,10
444,63,0,1,145
302,51,3,1,132
1826,946,1023,0,5
800,954,799,0,13
528,23,0,1,137
629,33,0,1,137
800,703,729,0,14
991,178,0,1,103
223,13,0,1,158
837,812,878,0,9
163,73,10,1,100
103,382,7,1,95
216,376,0,1,105
686,466,886,0,17
996,78,10,1,69
800,622,512,0,15
871,333,0,1,90
800,986,600,0,13
776,90,10,1,62
1142,639,655,0,11
663,179,6,1,85
800,853,653,0,12
506,73,10,1,91
372,324,10,1,72
800,598,587,0,16
1796,589,653,0,9
89,116,8,1,116
284,126,10,1,79
800,839,592,0,17
974,442,885,0,16
747,478,735,0,19
814,904,942,0,11
965,251,0,1,91
800,678,551,0,18
894,120,5,1,92
137,169,5,1,114
494,62,10,1,92
800,670,564,0,18
1738,453,678,0,12
118,62,0,1,142
122,330,6,1,87
800,653,611,0,18
800,949,730,0,11
800,769,529,0,16
1131,558,764,0,16
757,151,10,1,61
369,89,10,1,81
49,115,4,1,128
1824,662,699,0,11
107,305,10,1,74
800,636,738,0,13
240,203,10,1,76
126,302,0,1,123
749,400,3,1,59
800,760,721,0,13
800,777,508,0,15
800,907,657,0,16
700,206,10,1,50
126,259,10,1,84
1328,488,768,0,13
789,176,0,1,99
477,4,5,1,120
491,78,0,1,139
800,788,730,0,17
788,619,782,0,16
731,328,10,1,49
572,56,10,1,74
297,116,1,1,134
800,973,589,0,14
865,400,0,1,73
290,212,3,1,124
800,644,773,0,14
159,356,10,1,57
217,119,0,1,147
140,326,3,1,100
419,63,4,1,129
763,329,0,1,103
795,124,10,1,75
719,158,0,1,108
208,185,10,1,94
800,742,550,0,13
722,141,10,1,78
395,222,10,1,66
189,233,0,1,132
290,91,10,1,104
1073,562,912,0,16
810,369,4,1,53
800,671,547,0,15
800,775,640,0,12
214,400,10,1,68
629,245,10,1,60
1578,906,853,0,6
800,643,770,0,15
800,756,536,0,18
281,280,0,1,122
403,16,10,1,105
1087,515,796,0,13
1679,559,932,0,8
800,649,732,0,15
785,335,6,1,68
1344,721,888,0,11
642,378,10,1,35
688,230,0,1,101
800,697,482,0,15
694,493,736,0,18
584,135,10,1,68
1704,911,829,0,5
800,977,720,0,9
170,281,0,1,122
1782,963,889,0,4
800,793,622,0,12
800,817,727,0,13
931,230,0,1,91
236,258,0,1,119
800,957,527,0,14
959,248,10,1,47
800,797,590,0,14
1240,946,878,0,8
2000,528,653,0,10
687,113,10,1,81
1541,494,900,0,11
869,522,782,0,17
1577,615,863,0,7
1672,491,849,0,12
590,141,0,1,121
800,650,738,0,15
700,236,0,1,96
1208,891,907,0,6
800,888,610,0,14
800,712,790,0,14
804,208,10,1,63
800,657,641,0,18
1438,416,550,0,16
555,290,7,1,72
1453,671,654,0,11
582,400,0,1,92
953,339,0,1,71
800,820,718,0,12
800,693,547,0,19
800,980,567,0,13
797,127,0,1,126
158,52,6,1,128
326,19,8,1,106
793,955,1023,0,11
989,275,0,1,88
287,73,7,1,107
1643,946,1023,0,5
940,88,10,1,69
609,295,10,1,52
800,675,672,0,17
800,973,653,0,10
1128,914,852,0,10
800,555,689,0,16
189,305,9,1,88
604,130,10,1,65
706,32,1,1,114
611,82,10,1,76
301,180,10,1,77
714,223,0,1,117
730,112,10,1,59
244,274,10,1,67
43,82,10,1,107
716,7,10,1,83
26,182,1,1,133
966,337,6,1,50
1871,516,684,0,12
721,446,617,0,18
454,109,10,1,82
800,878,676,0,11
715,339,10,1,50
19,293,0,1,123
410,352,0,1,113
658,140,10,1,65
800,971,674,0,13
362,328,10,1,73
1862,549,872,0,8
444,340,10,1,52
800,884,530,0,15
499,348,0,1,111
889,171,9,1,52
70,155,10,1,91
1543,1003,1001,0,5
800,909,716,0,11
12,213,0,1,150
800,714,683,0,15
496,0,10,1,98
800,950,621,0,13
738,237,0,1,105
800,717,657,0,18
755,231,10,1,64
437,229,6,1,80
800,689,711,0,14
800,807,555,0,17
1412,699,784,0,10
190,43,0,1,157
547,208,10,1,72
0,323,9,1,79
951,31,5,1,102
804,157,0,1,113
800,748,540,0,19
1637,458,876,0,7
800,906,750,0,11
526,252,10,1,59
552,27,9,1,103
661,126,10,1,72
800,913,644,0,14
2000,457,800,0,7
1929,514,839,0,10
800,891,561,0,17
795,46,10,1,67
727,223,0,1,101
800,932,755,0,13
245,136,0,1,138
540,216,10,1,65
460,387,10,1,49
800,776,640,0,14
1316,509,631,0,12
58,216,0,1,136
800,833,536,0,17
270,1,10,1,116
1961,585,845,0,4
1521,418,766,0,14
1689,414,615,0,13
1554,714,747,0,8
1976,401,883,0,11
998,250,8,1,48
800,977,762,0,8
800,878,661,0,12
406,274,0,1,117
800,908,691,0,14
800,879,748,0,12
668,650,702,0,19
1159,546,788,0,16
1000,0,0,1,129
767,16,10,1,79
971,18,10,1,75
511,179,0,1,123
1366,520,833,0,11
930,0,0,1,113
1455,697,845,0,11
800,690,556,0,16
252,382,0,1,117
235,220,0,1,126
979,210,10,1,51
1535,503,660,0,15
256,112,10,1,85
1383,567,716,0,10
800,938,698,0,12
1548,437,593,0,14
800,583,544,0,17
800,908,662,0,11
800,856,605,0,12
185,136,10,1,85
625,157,7,1,94
54,299,10,1,85
164,74,10,1,107
291,0,0,1,151
800,968,601,0,11
800,589,765,0,13
1922,510,712,0,7
124,209,10,1,82
55,71,0,1,159
800,676,654,0,15
800,797,528,0,16
290,385,10,1,52
134,247,0,1,132
402,388,1,1,91
634,34,0,1,123
550,400,10,1,43
237,0,0,1,164
708,212,0,1,96
870,88,10,1,69
81,273,10,1,94
607,373,10,1,57
800,951,733,0,11
800,839,710,0,14
1137,966,888,0,9
222,93,0,1,148
797,332,10,1,45
287,311,0,1,104
658,208,0,1,109
378,400,0,1,98
536,166,10,1,78
370,186,10,1,85
800,682,614,0,17
800,664,450,0,17
421,181,10,1,73
1339,661,707,0,10
1199,935,769,0,10
819,18,6,1,98
800,729,758,0,12
578,353,9,1,46
800,623,561,0,19
964,115,10,1,68
534,144,10,1,73
800,704,591,0,17
47,106,3,1,130
800,891,555,0,14
1779,402,781,0,11
2000,447,829,0,10
159,289,0,1,122
814,386,0,1,71
800,949,651,0,15
816,207,0,1,103
1902,410,807,0,10
800,976,577,0,10
800,711,580,0,14
134,339,10,1,72
1975,1023,860,0,0
1738,458,885,0,8
800,848,803,0,11
800,806,824,0,11
224,232,0,1,119
800,617,547,0,18
640,370,10,1,37
315,77,0,1,147
498,208,10,1,77
192,46,1,1,146
800,668,761,0,18
544,363,0,1,105
800,36,10,1,88
769,149,0,1,110
188,77,0,1,138
800,979,513,0,14
800,824,722,0,16
776,610,672,0,19
321,149,10,1,80
131,45,0,1,163
800,731,711,0,17
245,239,0,1,115
800,859,512,0,13
800,865,518,0,17
1262,937,1023,0,5
634,381,10,1,54
1707,961,946,0,1
800,696,652,0,17
954,420,588,0,17
63,399,1,1,114
289,219,10,1,82
800,777,753,0,12
753,0,10,1,88
800,734,777,0,16
211,370,5,1,97
395,371,10,1,44
800,661,493,0,16
800,645,553,0,15
800,740,700,0,16
533,185,0,1,119
800,755,643,0,15
457,334,0,1,107
800,842,656,0,13
1109,529,767,0,12
0,357,10,1,86
800,759,588,0,13
400,238,0,1,118
955,195,2,1,98
800,950,629,0,13
1111,798,954,0,12
800,653,544,0,15
800,711,624,0,14
824,395,0,1,75
11,159,0,1,150
97,159,0,1,154
839,578,755,0,16
800,874,704,0,13
806,273,0,1,103
722,101,0,1,116
800,696,611,0,16
9,207,8,1,113
338,7,10,1,106
1674,401,739,0,11
958,996,807,0,12
1766,419,652,0,14
800,959,492,0,15
169,158,10,1,88
1510,674,896,0,11
266,44,3,1,142
1927,944,1023,0,0
975,284,10,1,30
800,756,613,0,13
800,890,645,0,14
743,400,0,1,75
1689,774,932,0,8
794,371,0,1,83
1434,668,950,0,9
417,323,10,1,70
441,300,0,1,108
687,53,9,1,80
208,80,0,1,153
800,968,601,0,15
291,115,0,1,135
800,935,494,0,16
800,956,534,0,11
445,393,10,1,50
800,791,667,0,17
183,10,0,1,161
1374,454,878,0,12
795,416,758,0,20
358,293,10,1,65
800,696,613,0,18
840,172,0,1,96
800,593,671,0,18
800,908,798,0,10
982,532,619,0,19
932,10,2,1,118
1774,500,652,0,11
1405,436,712,0,14
905,596,673,0,13
764,86,0,1,129
839,193,1,1,90
1322,649,691,0,15
800,801,609,0,14
800,776,725,0,15
630,349,0,1,92
684,305,10,1,49
234,132,0,1,130
1000,231,10,1,41
1410,547,873,0,13
800,885,590,0,14
800,966,706,0,9
178,361,10,1,76
892,1003,899,0,8
800,985,562,0,10
259,349,0,1,108
81,286,8,1,86
800,729,671,0,18
155,136,0,1,140
800,583,517,0,15
395,285,5,1,88
578,322,10,1,50
812,278,10,1,56
914,505,747,0,14
964,273,0,1,85
800,654,598,0,15
800,621,547,0,15
1381,586,604,0,13
0,181,0,1,150
829,701,816,0,16
800,721,558,0,16
470,256,10,1,54
925,130,10,1,49
1769,618,602,0,11
800,716,765,0,17
1560,971,1008,0,5
295,149,6,1,116
800,712,557,0,16
800,770,532,0,17
876,400,0,1,71
1427,527,641,0,16
1706,482,817,0,9
949,36,0,1,119
1970,487,642,0,10
101,56,0,1,147
800,651,565,0,16
24,400,10,1,66
54,296,0,1,131
993,43,10,1,64
800,719,674,0,15
5,373,1,1,108
800,882,627,0,15
800,1023,682,0,9
800,793,610,0,15
755,194,0,1,103
1468,616,817,0,10
97,222,3,1,116
122,132,0,1,142
800,1022,567,0,14
823,32,10,1,67
318,320,8,1,86
444,227,10,1,78
800,644,632,0,14
1810,449,691,0,10
46,172,0,1,148
800,803,712,0,11
800,989,777,0,11
673,151,0,1,116
800,669,510,0,16
385,273,10,1,66
808,92,10,1,63
1684,879,946,0,5
919,57,0,1,124
202,307,6,1,85
1002,426,845,0,16
800,977,516,0,11
91,261,0,1,135
800,973,696,0,12
489,69,0,1,136
766,401,602,0,20
800,631,763,0,15
886,207,10,1,62
800,916,627,0,12
800,680,531,0,16
1346,476,635,0,16
1668,461,666,0,14
767,345,10,1,47
800,953,661,0,12
1635,670,833,0,8
158,357,10,1,75
589,227,0,1,118
796,287,5,1,64
800,894,735,0,11
176,193,10,1,94
677,56,10,1,77
1711,888,838,0,7
981,126,0,1,108
800,924,791,0,10
564,381,10,1,58
1725,541,706,0,12
223,285,1,1,116
800,931,543,0,11
811,516,592,0,20
1252,647,654,0,14
1214,401,718,0,17
721,100,10,1,79
800,684,586,0,15
387,5,0,1,160
744,15,0,1,142
723,171,0,1,115
977,523,866,0,15
547,360,0,1,105
1143,479,851,0,13
800,952,563,0,15
800,979,747,0,13
827,283,10,1,51
675,393,10,1,45
535,82,0,1,134
563,299,10,1,61
316,348,6,1,74
800,604,631,0,15
43,393,0,1,108
966,140,10,1,67
600,16,10,1,78
800,809,775,0,10
252,231,0,1,135
800,610,592,0,14
867,137,10,1,63
1218,458,584,0,15
77,211,10,1,91
1149,624,809,0,15
800,882,540,0,12
1666,653,776,0,11
884,171,0,1,109
800,610,682,0,15
837,295,0,1,95
1753,739,651,0,5
313,141,10,1,83
833,115,0,1,102
930,341,0,1,85
800,643,624,0,17
751,81,6,1,93
527,98,0,1,133
922,356,0,1,82
407,153,0,1,131
252,273,0,1,129
800,917,466,0,15
303,243,0,1,116
800,861,823,0,12
800,880,630,0,16
151,107,10,1,105
898,244,0,1,106
800,787,781,0,14
600,56,0,1,123
538,42,0,1,140
970,190,0,1,91
800,878,648,0,16
825,90,0,1,124
515,189,10,1,70
1728,968,895,0,2
800,633,726,0,15
384,102,0,1,133
816,571,797,0,17
670,200,0,1,119
800,657,649,0,15
829,640,827,0,12
1011,722,569,0,17
190,14,10,1,105
217,338,6,1,78
800,837,617,0,14
870,212,6,1,72
800,882,644,0,16
800,914,705,0,15
809,134,0,1,112
827,258,0,1,97
989,288,0,1,75
368,29,8,1,101
1732,947,922,0,5
1779,958,1004,0,0
800,717,683,0,15
534,149,10,1,74
211,248,5,1,95
604,61,10,1,92
640,356,10,1,36
1558,522,784,0,9
1089,639,791,0,10
800,805,584,0,14
235,342,10,1,71
800,957,537,0,15
1851,570,667,0,9
800,738,639,0,13
1605,685,700,0,8
800,685,770,0,13
804,622,853,0,13
800,863,669,0,16
976,62,10,1,67
234,143,10,1,99
937,43,0,1,114
307,0,10,1,102
709,181,10,1,67
800,883,675,0,16
0,400,0,1,113
142,122,0,1,149
1653,648,618,0,7
150,400,0,1,109
0,347,10,1,75
800,864,725,0,10
892,124,10,1,59
964,647,867,0,10
800,687,769,0,14
800,953,584,0,10
800,824,556,0,16
822,529,822,0,18
245,119,0,1,131
883,664,721,0,16
877,278,10,1,38
800,960,621,0,15
800,678,804,0,13
469,349,10,1,47
0,400,0,1,119
823,400,10,1,24
1370,660,707,0,12
800,554,697,0,17
995,90,1,1,107
137,247,10,1,88
462,45,0,1,135
1367,480,773,0,10
2000,567,550,0,10
800,641,725,0,17
699,269,10,1,60
470,162,10,1,88
950,74,0,1,124
247,179,1,1,118
1833,810,926,0,4
1495,632,666,0,11
800,944,791,0,9
800,1016,556,0,15
503,257,0,1,102
604,253,10,1,63
970,251,0,1,95
800,841,567,0,14
556,301,0,1,93
1141,607,659,0,12
800,613,838,0,18
1947,504,812,0,6
4,139,10,1,99
800,985,713,0,13
793,204,0,1,107
23,122,1,1,139
200,323,10,1,70
318,75,0,1,142
1201,420,834,0,12
354,400,0,1,108
636,68,0,1,124
1352,941,931,0,7
800,860,540,0,13
800,908,743,0,12
1000,196,10,1,42
226,333,0,1,106
800,912,741,0,13
800,892,526,0,17
800,887,745,0,14
735,205,0,1,99
668,388,10,1,42
483,120,10,1,77
1703,581,922,0,9
1118,533,847,0,16
800,824,650,0,17
688,323,6,1,76
1,299,0,1,128
301,341,8,1,73
239,177,6,1,97
800,878,697,0,11
800,585,793,0,14
966,386,0,1,63
800,659,548,0,16
540,251,0,1,104
860,750,712,0,12
886,112,0,1,111
262,284,10,1,75
889,0,0,1,128
800,619,524,0,18
401,200,10,1,67
74,400,0,1,124
800,826,625,0,11
1687,507,895,0,12
116,115,1,1,138
1503,570,657,0,10
800,983,611,0,14
969,290,0,1,80
806,298,10,1,44
865,277,10,1,39
800,601,617,0,15
395,254,0,1,127
800,686,505,0,16
800,734,608,0,16
1029,489,691,0,16
800,914,661,0,10
1085,675,640,0,12
578,27,0,1,133
783,211,10,1,58
800,941,654,0,13
884,706,656,0,18
520,216,8,1,78
1577,643,702,0,9
1529,571,574,0,15
251,291,10,1,77
800,975,604,0,12
278,196,10,1,72
1692,433,803,0,11
800,684,748,0,17
800,721,780,0,17
560,0,0,1,136
894,53,0,1,110
800,994,756,0,11
226,369,0,1,121
884,247,10,1,52
916,266,10,1,43
968,369,4,1,59
986,92,4,1,94
800,912,751,0,11
800,946,578,0,11
800,985,626,0,10
1754,786,946,0,2
1062,455,732,0,13
1119,827,1023,0,11
576,338,0,1,108
688,40,6,1,110
780,318,10,1,41
800,949,677,0,13
886,636,685,0,17
509,375,4,1,69
771,630,927,0,17
1386,846,971,0,8
800,905,582,0,11
533,381,2,1,92
800,664,517,0,18
271,72,0,1,150
164,148,0,1,141
1669,584,550,0,10
807,162,10,1,60
1825,697,816,0,7
598,309,5,1,69
66,144,10,1,87
800,973,659,0,10
1903,638,648,0,7
800,767,744,0,16
78,60,0,1,168
249,399,0,1,107
800,964,704,0,13
932,241,2,1,81
646,100,0,1,120
800,676,594,0,17
1188,668,805,0,11
800,830,635,0,12
117,72,10,1,116
1253,905,900,0,7
800,670,553,0,16
991,310,0,1,76
800,857,534,0,13
1269,662,948,0,10
800,772,647,0,14
48,286,10,1,79
21,136,0,1,158
800,963,655,0,12
909,509,693,0,18
758,230,0,1,99
800,867,549,0,15
800,765,778,0,16
490,361,0,1,103
254,297,7,1,75
1014,656,747,0,12
1670,993,980,0,3
800,1009,450,0,13
800,991,617,0,12
800,658,551,0,15
699,292,7,1,55
855,0,10,1,80
261,302,0,1,109
128,0,0,1,160
158,117,0,1,148
800,664,632,0,14
1888,545,660,0,7
705,38,10,1,86
946,546,703,0,18
1898,527,632,0,9
170,97,0,1,144
800,948,603,0,12
800,756,559,0,16
243,93,10,1,88
800,714,749,0,17
374,333,10,1,56
430,123,0,1,125
1604,566,875,0,11
667,114,10,1,71
374,0,1,1,151
66,144,10,1,105
588,235,10,1,60
543,204,9,1,73
1087,423,780,0,16
958,264,10,1,45
377,200,10,1,74
800,732,795,0,13
800,753,581,0,16
800,790,560,0,14
255,168,0,1,139
800,699,810,0,12
913,386,10,1,38
1780,672,675,0,6
110,138,0,1,155
1678,620,799,0,8
223,256,0,1,124
800,897,530,0,13
872,563,747,0,14
767,167,2,1,103
843,60,10,1,69
728,239,10,1,47
165,188,10,1,101
927,48,0,1,121
800,951,536,0,16
572,333,0,1,95
455,391,0,1,105
654,181,10,1,63
613,288,0,1,101
800,722,653,0,16
1077,625,859,0,11
962,157,10,1,60
278,306,0,1,124
237,294,0,1,114
800,711,786,0,14
800,746,615,0,17
800,1023,586,0,11
701,118,4,1,97
104,190,0,1,142
848,75,10,1,66
800,856,497,0,15
0,23,0,1,160
1964,503,680,0,10
800,598,748,0,13
28,113,0,1,143
569,185,0,1,123
138,64,10,1,108
758,305,10,1,56
696,90,10,1,72
800,844,629,0,15
800,861,667,0,16
1152,1020,865,0,4
800,853,624,0,13
787,603,900,0,13
501,197,0,1,111
620,234,10,1,52
1072,634,757,0,16
1526,418,799,0,12
33,245,0,1,126
684,232,10,1,48
664,338,0,1,99
800,774,682,0,12
460,261,10,1,71
977,204,10,1,36
1017,617,648,0,16
800,912,558,0,13
67,281,8,1,83
800,935,772,0,14
637,40,10,1,90
7,365,10,1,74
1302,401,786,0,17
622,17,10,1,78
942,372,10,1,26
517,244,8,1,85
916,116,0,1,122
1530,678,695,0,10
1112,681,776,0,11
161,334,0,1,113
960,82,0,1,108
927,280,10,1,33
1062,401,702,0,17
521,45,10,1,80
327,115,10,1,83
153,322,10,1,72
583,376,0,1,86
165,0,0,1,152
976,65,10,1,69
379,215,0,1,120
671,106,0,1,130
1282,445,750,0,17
800,602,542,0,18
185,52,0,1,148
1580,513,918,0,12
1083,519,677,0,17
862,11,10,1,74
352,5,0,1,161
939,189,10,1,47
567,146,0,1,130
313,326,10,1,56
800,921,716,0,14
595,349,10,1,41
946,318,10,1,31
572,310,7,1,75
800,836,538,0,12
710,88,0,1,131
468,344,0,1,111
800,740,747,0,16
1305,966,783,0,5
800,863,592,0,11
25,388,0,1,126
1223,706,771,0,11
526,175,0,1,125
807,311,10,1,35
0,176,0,1,146
159,84,0,1,144
800,683,669,0,17
1838,628,769,0,5
415,35,0,1,137
417,135,10,1,74
720,130,1,1,116
569,121,10,1,81
473,163,10,1,80
190,0,1,1,145
607,118,0,1,118
288,204,10,1,73
800,862,611,0,14
1445,425,845,0,13
801,43,10,1,80
288,166,10,1,77
800,764,519,0,17
240,93,10,1,90
800,831,642,0,15
177,201,0,1,131
800,853,506,0,17
800,914,718,0,11
800,914,628,0,12
800,861,638,0,11
977,330,0,1,82
45,255,0,1,129
800,941,658,0,12
460,161,2,1,109
800,932,669,0,14
800,792,548,0,16
490,93,10,1,87
800,671,626,0,17
800,1008,700,0,12
418,352,10,1,61
46,324,10,1,87
800,838,674,0,14
800,626,504,0,20
305,49,10,1,97
519,175,10,1,77
85,381,0,1,111
856,379,3,1,64
978,148,7,1,70
1016,446,764,0,19
1799,518,945,0,8
1452,742,974,0,9
519,120,0,1,120
893,188,10,1,64
800,941,811,0,9
800,908,657,0,13
800,902,769,0,13
800,632,684,0,18
1291,401,863,0,16
800,890,655,0,13
1899,424,773,0,12
648,365,10,1,50
800,650,727,0,17
800,630,494,0,20
800,950,595,0,14
455,400,0,1,107
1566,802,955,0,6
339,226,2,1,118
147,136,0,1,154
195,397,0,1,117
1209,775,1023,0,8
1079,624,781,0,11
800,1023,569,0,11
506,304,6,1,89
519,97,0,1,131
24,337,0,1,120
813,76,10,1,77
800,659,672,0,13
768,52,0,1,117
383,337,10,1,68
28,24,10,1,104
756,400,0,1,93
424,111,5,1,112
225,36,0,1,155
800,960,586,0,10
800,751,812,0,13
913,234,0,1,103
800,651,696,0,14
800,958,654,0,11
800,654,805,0,14
221,158,0,1,145
1953,544,757,0,7
910,482,773,0,18
800,695,789,0,14
800,931,644,0,10
800,703,562,0,17
654,164,4,1,96
161,393,0,1,123
574,109,0,1,134
800,757,812,0,11
788,100,0,1,108
760,337,0,1,90
1438,918,845,0,4
1371,958,858,0,9
7,301,10,1,74
302,254,0,1,126
421,53,10,1,101
949,143,0,1,96
241,45,10,1,108
874,426,731,0,17
1365,497,619,0,14
800,699,581,0,18
800,988,802,0,14
800,792,615,0,17
311,304,0,1,125
800,919,643,0,13
84,75,0,1,145
394,71,10,1,102
1853,671,727,0,8
1203,443,719,0,15
800,854,562,0,13
1872,518,910,0,7
823,310,0,1,101
384,242,0,1,116
733,131,10,1,58
41,337,10,1,72
497,268,10,1,67
800,757,722,0,12
934,0,0,1,132
800,929,759,0,14
1092,884,975,0,8
813,188,10,1,63
237,0,10,1,112
919,517,712,0,18
525,64,0,1,141
770,630,807,0,16
1853,852,970,0,1
800,858,640,0,16
1753,464,690,0,11
940,440,674,0,19
800,836,525,0,17
140,193,0,1,149
800,1023,780,0,8
800,909,778,0,10
800,994,850,0,13
202,1,10,1,120
929,673,916,0,12
548,194,10,1,76
432,29,10,1,89
336,162,3,1,121
